LD1,satisfaction_satisfied
-1.4605730384498394,0
-0.9829811549421086,0
1.5287507211106168,1
-1.7283530757976855,0
0.09246589034989294,0
1.0645235706102818,1
-2.137533107192824,0
0.07251178831611382,1
-0.9751061422708265,0
1.094141222886556,1
0.26810436277005834,0
2.024670078612405,1
2.1000846381942737,1
-1.26137456984627,0
1.659814900149517,1
0.8419374974144602,1
0.6590478462796729,0
1.570398095194157,1
-1.8165431207339857,0
2.1421716526449703,1
0.6764890744319096,0
-0.04540341237015877,0
1.5445240203647679,1
0.1521419274011241,0
-1.786821251817475,0
-1.5647301462396288,0
-1.4608684663860982,0
1.8126561364965754,1
-1.2445754404635778,0
1.7069864690310759,1
0.18772312111879264,1
-0.13494075275779782,1
-0.20281298223589106,1
0.8673454476331596,1
2.063576842844676,1
2.1402350774108223,1
-0.9996370702517696,0
-2.888822403165819,0
-1.314445374994245,1
-2.8447796615674337,0
2.1305926361249936,1
-0.02473255740527769,1
2.5622608024765094,1
1.2265000702440858,1
2.677645385402869,1
-1.0048226432322513,0
2.4599664090608204,1
1.4231916148633856,1
-1.2065281392730745,0
-0.1728266101906193,0
-0.29420693178022916,0
2.4513196840926605,1
-0.2228578517457933,0
-0.04380196521256985,1
-1.08423266234394,0
2.0048381259153656,1
-0.41518347273843426,0
-0.12133210192663668,1
-2.7693890830042696,0
0.9797144845553789,0
0.8089257404527673,1
-0.21457550110504653,0
-0.3530078748940908,0
-0.6079340924496782,0
1.9917398092973697,1
-0.32269555951050133,0
2.183726850726652,1
0.41391802765587477,1
0.24158902405757648,0
0.5595314912734015,0
2.6130926228320774,1
-1.8716020912854945,0
1.8740710886471355,1
-1.751271463561598,0
-2.816044816344125,0
-0.7291346876577776,0
-2.241881858993503,0
-1.3839150469081183,0
-1.5687512145984028,0
-0.7730917318570124,0
2.111309789088062,1
-0.2481890662727988,1
0.07715242977624487,1
-1.8554130348888598,0
-0.8690138808071675,0
-1.8077223431195137,0
-0.3903241356256777,0
1.806791010762983,1
-0.632185819093412,0
-1.6234310900508122,0
0.7706679938105798,0
-1.4697169531050578,0
-0.627745120556674,0
0.46112181801827135,0
-0.7369530484884602,0
-1.2310732381922733,0
1.3319038677745665,0
1.6716032786831796,1
1.8140700150740507,1
-0.2931188141856941,0
1.0277618597894786,1
-1.2195029597189209,0
-1.8362503659088203,0
-1.0480137522924178,0
1.2859199104196852,1
1.9290125450575344,1
1.530388822091426,1
-1.6454496661069962,0
-0.6866732662522514,0
1.7595113039202512,1
2.124547843877842,1
-1.0183432142476834,0
-1.0300762519747013,0
0.1961659963964571,1
-1.760952391608038,1
-1.086858737897595,0
-2.471058317325298,0
-0.644441550379716,1
-1.4206834086418563,0
-1.0292251785739996,0
-0.51877712854024,1
1.8049299594556456,1
1.6630899099454444,1
0.1918139909323866,0
1.9200445560507093,1
0.32543365765914123,1
-1.9966611570542223,0
-1.1338178116439357,1
1.8168454488757724,1
0.8842711638382623,1
-1.7903508766222833,0
-1.7181883949777021,0
-2.0352435225998193,0
-1.4123601420624299,0
2.4229642211454294,1
-0.9714781726707593,0
-1.3738457614588904,0
2.041359274215955,1
0.49323885787499405,1
-0.35135980179814663,1
-0.15501804270472208,0
-1.0059407106818488,0
0.01352699744578495,1
1.3374614417851667,1
0.2025269425926408,0
0.5571914628628161,0
2.0306158823322873,1
-3.258757803683053,0
0.6748371292929284,0
0.015765883237485734,0
1.4133428598481381,1
2.1174952093394785,1
-1.484812131883328,0
2.7018456815712026,1
-1.0613288908563734,1
-0.7228031800041301,0
1.9580536981400358,1
0.2713323540116622,0
-0.9979453182384581,0
1.712613509614207,1
-2.327593985688406,0
1.6295460920228872,1
1.7379613094956872,1
-2.0619395190090235,0
-1.2084678466109038,1
-2.632600826660667,0
-0.6353523166709212,0
0.8383098248807179,1
0.46665221066618456,1
1.317023194968721,1
1.4849510029956074,1
-1.113792129142104,1
-0.6488362579562993,0
-0.8752566674013118,0
-2.072691392407639,1
-0.7440266556604447,1
0.5690359563172858,0
-0.1850275619580587,0
0.5176097175053385,0
-0.04489052909068447,0
-0.34577403366414616,0
1.7936205768607687,1
-1.855800745235765,0
-1.7377230266373478,0
1.3713405420264244,1
0.21353040311648958,0
0.40342930451733017,1
-1.8877842834136782,0
2.6688787550034085,1
-0.6487799863127319,0
2.111997865710546,1
-1.5693303785289587,0
-1.112243853107481,0
1.9743495529470843,1
-0.2604723452863268,0
2.3305651509388223,1
-0.9472003657376675,0
-0.7725743958026402,0
-1.597864461241818,0
2.021629705612892,1
2.2327786450132434,1
1.3852983350418724,1
1.7776241577860632,1
-1.216784540305912,0
-2.768379700910426,0
2.595827806675307,1
1.1832022043270765,1
0.8720819379341438,1
-1.4699890406777008,0
-0.09939528443422885,0
0.12274722438338115,0
0.38671482383612554,0
2.0675322054568714,1
1.812413997377055,1
-1.8753563790916634,0
-1.7693663033206828,0
1.1432181563027157,1
2.296625387186155,1
1.938642822747588,1
2.122016016920159,1
-0.9004776287919525,1
-2.529281551701933,0
2.40153151109722,1
-0.9604695783984634,0
-1.1727165618734166,0
0.6685613417163114,1
-1.202970076650979,0
1.9786987805530183,1
0.9094679569615551,0
-0.17308412688112162,1
0.35698794030220754,1
1.2913176381311717,1
-0.9570944124437911,0
1.5247767432046586,1
1.2507752250417874,1
-0.9429796045879326,0
1.886587533560915,1
-1.2367801087560715,0
-1.3234245927267114,0
-1.9344831474047641,0
-2.122038490752507,0
1.7775785429824942,1
0.4734201191418904,0
2.0775657127700247,1
-1.418921983530098,0
1.8606469242643975,1
0.21736893038302613,1
-0.946758651032761,0
0.8177936319800485,0
-2.5448026160205623,0
-0.22871862681307642,0
-1.1761344707987855,1
-2.159424501123767,0
-1.7636935230453457,0
0.17777455356607386,1
1.9922749539657283,1
-2.090258398679171,0
-1.4217648896053345,0
-1.6081249447408448,0
-1.812820613137987,0
2.727295311464317,1
-1.5833432504349032,0
-1.4966802703403608,0
2.202004477105403,1
-0.021204531148378836,0
-1.5440973262644344,0
-0.6459099835506903,0
-0.6129842978436464,0
-0.6246978470298352,1
1.3378274193970474,1
2.549265431295898,1
-0.7277295747885257,0
-1.7795032917678721,0
-0.5340277309066346,1
-2.1540381721207518,0
1.5332507801394826,1
2.466943599600888,1
0.9747453375210535,1
-0.40481112133950026,0
-0.6963904484831458,0
-1.2744603658101172,0
1.2234971614821597,1
1.5164903150477855,1
1.3277597721680459,1
0.4743807232964884,0
-1.2154909913208627,0
0.25727156378381577,1
0.5756567001693595,1
1.4535220861920242,1
-1.4116955954977541,0
1.6337565481337675,1
2.3105441150341415,1
-2.786226525752781,0
-0.8056914478385593,0
2.550517742500375,1
0.6231370199309862,1
-1.4813721912878233,0
1.106974241316847,1
-0.9926519358987229,0
1.7205302726079557,1
-1.2165053765715013,0
1.8478322574538024,1
-1.0742777118843145,0
-1.6622670970550075,1
-1.2668053378383872,0
-0.511466783577309,0
-1.0411605503598667,0
-0.054031867916047194,1
-0.36472309745884346,0
-0.5061242807081782,0
-0.7609000222400901,1
1.7284471471988219,1
-1.1104347275805213,0
-0.08817058711020798,0
1.9971479575859492,1
2.4151990805893746,1
-3.034353346823322,0
0.9441836803966279,1
0.45709256845377944,1
-1.7420712070598856,0
-1.15496035458694,0
0.47240342039515243,0
1.0488145063627452,1
-1.68722442231206,0
-2.7830184965258336,0
-1.8130014963799694,0
-1.5460383707188383,0
1.8359584915458576,1
-0.49162558713431337,0
-1.9504407377432047,0
-0.46018672851554243,0
1.7247922837404732,1
-2.158762461671195,0
1.8342623896386256,1
-1.8351588742656535,0
-2.169582122262119,0
-1.457427419643288,0
-1.291166791701462,0
-0.6313681954847786,0
2.509034295873601,1
-0.7725761079120431,0
0.03391470414198261,0
2.289771290540797,1
2.041449295216972,1
1.4589054243423951,1
0.4592491341397749,0
1.3834741089533238,1
0.9287216160048894,1
-2.3603717348764475,0
-1.8910259005636145,0
-1.534016592841147,0
2.0639078564226105,1
-1.0429303699480914,0
-0.012833334294415688,1
0.13518864237883665,1
-1.3103511473862883,0
0.5920075412508794,0
-1.080710869469882,0
0.5860157400196965,0
-0.63386709771707,0
-1.2772932052011305,0
-0.6090508241099198,0
-1.9104293604829534,0
-1.4377423434141146,0
-0.07530323718808374,1
0.5984308765764497,0
0.44914765834523984,1
1.5584219403975308,1
-1.2045573093640267,0
-0.4590146231717058,0
-0.9068307246277709,1
-0.6161049269874468,0
-1.7164616715697,0
-0.46992562872088395,1
-0.5675670398022723,0
0.92728494232439,1
1.6929722184534612,1
0.6401097175789048,1
-1.6864790085719763,0
-1.9506289025128352,0
-1.3654126214730296,0
-1.1521734371279095,0
1.7486199247226442,1
-0.6469428121334544,0
1.8351476560415183,1
-0.5343185043941154,1
-0.527636258152659,0
-1.8453415796835781,0
-1.740453432393981,0
-1.784127066078292,0
-0.6094954993959363,0
1.9268459832627503,1
-1.9549571458625918,0
0.44537536353277474,1
-0.6484563156460833,1
1.8029626097682399,1
0.10843496260972829,0
2.214585847981362,1
1.6704907054990508,1
-0.07958905005697448,1
